,utt,intent,index
8804,"when is the next scheduled holiday, please",next_holiday,88
8805,when is our next free day,next_holiday,88
8806,"when is our next free day, please",next_holiday,88
8807,"what day is our next free day, please",next_holiday,88
8808,"what day is our next free day on the calendar, please",next_holiday,88
8809,"when is the next holiday, please",next_holiday,88
8810,are there any holidays this month,next_holiday,88
8811,when is the next day i have off,next_holiday,88
8812,how many more days until my next paid day off,next_holiday,88
8813,which holiday is next in line,next_holiday,88
8814,i need to know how long until my next vacation day,next_holiday,88
8815,is there a holiday next week,next_holiday,88
8816,how many days until i am off,next_holiday,88
8817,when is my next vacation day,next_holiday,88
8818,what's the time period till our next day off,next_holiday,88
8819,how much time till the next day off,next_holiday,88
8820,how much longer till the next day off,next_holiday,88
8821,how much time till the next time off,next_holiday,88
8822,how many days till we have off again,next_holiday,88
8823,when's the next time i get a day off,next_holiday,88
8824,when is the next scheduled day off,next_holiday,88
8825,what's the next day i am scheduled off,next_holiday,88
8826,what's the closest holiday after today,next_holiday,88
8827,do i have a day off coming up soon,next_holiday,88
8828,what is the next holiday on the calendar,next_holiday,88
8829,how many days until my next day off,next_holiday,88
8830,what holiday comes next,next_holiday,88
8831,when will i get the next holiday with pay,next_holiday,88
8832,when is the next time off for a holiday here,next_holiday,88
8833,check when the next day is i can go fishing will be,next_holiday,88
8834,when is the next office holiday,next_holiday,88
8835,when does my current job have the next official paid holiday,next_holiday,88
8836,what's the next scheduled holiday at this job,next_holiday,88
8837,when will we next get to stay home from work,next_holiday,88
8838,when's the next federally recognized holiday,next_holiday,88
8839,when's the next time my job'll give me a day to myself,next_holiday,88
8840,when does this place let us have a holiday next,next_holiday,88
8841,let me know when my next day off is,next_holiday,88
8842,can you tell me when our next day off is,next_holiday,88
8843,when do i get a day off,next_holiday,88
8844,give me the info of when our next day off is,next_holiday,88
8845,show me my next day off,next_holiday,88
8846,how many more weeks until the next holiday,next_holiday,88
8847,which holiday is next,next_holiday,88
8848,how many more days until the next holiday,next_holiday,88
8849,how soon until the next holiday,next_holiday,88
8850,tell me when i will next have the day off,next_holiday,88
8851,tell me when the next holiday arrives,next_holiday,88
8852,tell me when the next day off will be,next_holiday,88
8853,please look up the next holiday for me,next_holiday,88
8854,i need to know when i will next have the day off,next_holiday,88
8855,find out for me when the next holiday will be,next_holiday,88
8856,look up when our next day off will be,next_holiday,88
8857,i need to know when the next holiday is,next_holiday,88
8858,when can i expect my next day off,next_holiday,88
8859,can you tell me what the next holiday is,next_holiday,88
8860,do you know the date of my next day off,next_holiday,88
8861,please tell me what the next holiday is,next_holiday,88
8862,i need to know when the next holiday will be,next_holiday,88
8863,i need to know when my next day off is,next_holiday,88
8864,what is the date of the next holiday,next_holiday,88
8865,how soon is my next day off,next_holiday,88
8866,tell me when my next day off is,next_holiday,88
8867,how long until my next day off,next_holiday,88
8868,when will we have another day off,next_holiday,88
8869,what is my next day off,next_holiday,88
8870,whats the next day that i am off,next_holiday,88
8871,how many days until the next holiday arrives,next_holiday,88
8872,what day am i off next,next_holiday,88
8873,how much longer until my next day off,next_holiday,88
8874,when is my next day off,next_holiday,88
8875,when will i be off again,next_holiday,88
8876,to what extent until the following day away from work,next_holiday,88
8877,to what extent until the following three day weekend,next_holiday,88
8878,to what extent until the following free day,next_holiday,88
8879,what is the next holiday,next_holiday,88
8880,tell me what holiday is comming up next,next_holiday,88
8881,are there any holiday's comming up,next_holiday,88
8882,what holiday's are comming up next,next_holiday,88
8883,when can i expect the next holiday here,next_holiday,88
8884,is the next day off coming up,next_holiday,88
8885,when's the next day off coming up,next_holiday,88
8886,how long before the next day off is here,next_holiday,88
8887,when is the next day off,next_holiday,88
8888,when will the day off be,next_holiday,88
8889,i need to know when i get my next day off,next_holiday,88
8890,when do i finally get a day off,next_holiday,88
8891,when don't i have to work next,next_holiday,88
8892,what holiday can i expect next,next_holiday,88
8893,do you know when my next day off is coming,next_holiday,88
8894,what holiday is coming up next,next_holiday,88
8895,when do i have some time off next,next_holiday,88
8896,when's the next holiday coming,next_holiday,88
8897,can you tell me the next holiday,next_holiday,88
8898,what's the next holiday,next_holiday,88
8899,what's the date of the next closest holiday,next_holiday,88
8900,raise the volume to 4 please,change_volume,89
8901,please set the volume to 4,change_volume,89
8902,please increase the volume to 4,change_volume,89
8903,please raise the volume to 4,change_volume,89
8904,set the volume to 4 please,change_volume,89
8905,bring the volume up overall,change_volume,89
8906,make the volume louder,change_volume,89
8907,bring the sound up,change_volume,89
8908,turn your speakers up,change_volume,89
8909,make the speakers louder,change_volume,89
8910,lower your volume,change_volume,89
8911,go ahead and increase the volume to 4 please,change_volume,89
8912,you must increase the volume to 4 please,change_volume,89
8913,go ahead and your volume,change_volume,89
8914,you must increase your volume,change_volume,89
8915,please increase your volume,change_volume,89
8916,please increase your speaker volume,change_volume,89
8917,go now and increase the volume to 4 please,change_volume,89
8918,please increase the volume to 4 please,change_volume,89
8919,i want to increase your volume,change_volume,89
8920,i need you to your volume,change_volume,89
8921,please your volume,change_volume,89
8922,go ahead and increase your speaker volume,change_volume,89
8923,i want you to your volume,change_volume,89
8924,i need you to increase your volume,change_volume,89
8925,i need you to increase your speaker volume,change_volume,89
8926,please go ahead and increase your speaker volume,change_volume,89
8927,make my volume louder please,change_volume,89
8928,make the sound of my speaker greater,change_volume,89
8929,can you rise the volume of this please,change_volume,89
8930,change the speaker volume to a louder one,change_volume,89
8931,i want the speaker to be louder please,change_volume,89
8932,i can't hear you,change_volume,89
8933,turn it up please,change_volume,89
8934,i need it louder,change_volume,89
8935,the sound is too low,change_volume,89
8936,the speaker volume needs to be increased,change_volume,89
8937,would you please increase your speaker volume,change_volume,89
8938,i need you to increase the speaker volume,change_volume,89
8939,can you increase the speaker volume,change_volume,89
8940,turn up the volume level to 4,change_volume,89
8941,"turn up the volume level to 4, please",change_volume,89
8942,"increase the volume level to 4, please",change_volume,89
8943,increase the volume level to 4 now,change_volume,89
8944,increase the volume level to 4,change_volume,89
8945,can i have my volume increased,change_volume,89
8946,can my volume be increased,change_volume,89
8947,can i increase my volume,change_volume,89
8948,volume needs to be at 4,change_volume,89
8949,volume should be increased to 4,change_volume,89
8950,boost volume to 4,change_volume,89
8951,i want volume at 4,change_volume,89
8952,i want that volume bumped up to 4,change_volume,89
8953,the volume should be decreased,change_volume,89
8954,raise the volume,change_volume,89
8955,lower the volume,change_volume,89
8956,i would like the volume lower,change_volume,89
8957,can you turn this down,change_volume,89
8958,turn the volume up,change_volume,89
8959,i'd like to turn up the volume,change_volume,89
8960,turn up the speaker volume,change_volume,89
8961,get louder,change_volume,89
8962,volume should be set at 4,change_volume,89
8963,i'd like it to be louder,change_volume,89
8964,can you please turn the volume to 4,change_volume,89
8965,please speak louder,change_volume,89
8966,increase your vocals,change_volume,89
8967,lower your voice box,change_volume,89
8968,increase your voice box,change_volume,89
8969,turn your vocals down,change_volume,89
8970,turn your voice box down,change_volume,89
8971,turn down your volume,change_volume,89
8972,limit your volume,change_volume,89
8973,please adjust your settings,change_volume,89
8974,change the volume to 4 now please,change_volume,89
8975,go ahead and put the volume to 4,change_volume,89
8976,set the volume to 4 now,change_volume,89
8977,can you change the volume to 4,change_volume,89
8978,turn the volume to 4,change_volume,89
8979,can you turn the volume to 4,change_volume,89
8980,set the volume at 4 for me please,change_volume,89
8981,make the volume set to 4,change_volume,89
8982,i want volume set to 4,change_volume,89
8983,turn volume to the number 4 setting,change_volume,89
8984,turn the volume to level 4,change_volume,89
8985,make the volume 4,change_volume,89
8986,please make sure the volume is on 4,change_volume,89
8987,turn down volume,change_volume,89
8988,please increase volume,change_volume,89
8989,raise volume,change_volume,89
8990,decrease volume level,change_volume,89
8991,lower volume level,change_volume,89
8992,set volume higher,change_volume,89
8993,increase volume,change_volume,89
8994,lower volume,change_volume,89
8995,please raise volume,change_volume,89
8996,decrease volume,change_volume,89
8997,increase volume to 4,change_volume,89
8998,put volume at 4,change_volume,89
8999,decrease volume to 4,change_volume,89
9000,who is your employeer,who_do_you_work_for,90
9001,who is the boss of you,who_do_you_work_for,90
9002,i gotta know who is your boss,who_do_you_work_for,90
9003,tell me who is your boss,who_do_you_work_for,90
9004,let me know who is your boss,who_do_you_work_for,90
9005,i wanna know who is your boss,who_do_you_work_for,90
9006,i need to know who is your boss,who_do_you_work_for,90
9007,what is the name of your boss,who_do_you_work_for,90
9008,what is the full name of your boss,who_do_you_work_for,90
9009,do you know the name of your boss,who_do_you_work_for,90
9010,could you tell me the name of your boss,who_do_you_work_for,90
9011,your boss is,who_do_you_work_for,90
9012,are you my worker,who_do_you_work_for,90
9013,are you working for me or what,who_do_you_work_for,90
9014,are you working for another person or entity,who_do_you_work_for,90
9015,are you here to serve me,who_do_you_work_for,90
9016,who or what association do you work for,who_do_you_work_for,90
9017,describe who it is you work for,who_do_you_work_for,90
9018,what entity is your boss,who_do_you_work_for,90
9019,you work for who,who_do_you_work_for,90
9020,you work for whom,who_do_you_work_for,90
9021,what's your boss' name,who_do_you_work_for,90
9022,are you working for someone other than me,who_do_you_work_for,90
9023,who do you work for,who_do_you_work_for,90
9024,do you work for me or is that wrong,who_do_you_work_for,90
9025,what does your boss go by,who_do_you_work_for,90
9026,who do you call your boss,who_do_you_work_for,90
9027,"when asked who you work for, what would you say",who_do_you_work_for,90
9028,your boss is who,who_do_you_work_for,90
9029,are you employed by someone else,who_do_you_work_for,90
9030,you work for someone else or no,who_do_you_work_for,90
9031,you work for what company or person exactly,who_do_you_work_for,90
9032,do you have an employer,who_do_you_work_for,90
9033,do you have a boss,who_do_you_work_for,90
9034,are you paid by somebody,who_do_you_work_for,90
9035,are you employed by someone,who_do_you_work_for,90
9036,which organization you work for,who_do_you_work_for,90
9037,who do you function for,who_do_you_work_for,90
9038,who do you do task for,who_do_you_work_for,90
9039,who do you job for,who_do_you_work_for,90
9040,why do u work for them,who_do_you_work_for,90
9041,who are they that you work for,who_do_you_work_for,90
9042,who is it u work for,who_do_you_work_for,90
9043,who is the person u work for,who_do_you_work_for,90
9044,who do i work for,who_do_you_work_for,90
9045,who is you employer,who_do_you_work_for,90
9046,is it correct to say you work for me,who_do_you_work_for,90
9047,who are you currently working for,who_do_you_work_for,90
9048,are you self employed,who_do_you_work_for,90
9049,who is your employer,who_do_you_work_for,90
9050,are you now working for me,who_do_you_work_for,90
9051,would you say you are working for me,who_do_you_work_for,90
9052,who are you working for,who_do_you_work_for,90
9053,who pay your salary,who_do_you_work_for,90
9054,what organization do you work for,who_do_you_work_for,90
9055,where else do you work,who_do_you_work_for,90
9056,do you have another job,who_do_you_work_for,90
9057,you working for someone else on the side,who_do_you_work_for,90
9058,who do yo work for,who_do_you_work_for,90
9059,who is in charge of you,who_do_you_work_for,90
9060,what is your boss's name,who_do_you_work_for,90
9061,would you say that you know who your boss is,who_do_you_work_for,90
9062,do you know who you report to,who_do_you_work_for,90
9063,don't you work for your self,who_do_you_work_for,90
9064,don't you work for someone else,who_do_you_work_for,90
9065,is there another person you work for,who_do_you_work_for,90
9066,do you work for anyone else,who_do_you_work_for,90
9067,who would you say your employer is,who_do_you_work_for,90
9068,are you working for me,who_do_you_work_for,90
9069,am i your boss,who_do_you_work_for,90
9070,is there someone else you work for,who_do_you_work_for,90
9071,are you employed by me,who_do_you_work_for,90
9072,is there another entity you work for,who_do_you_work_for,90
9073,who would you say that you are working for,who_do_you_work_for,90
9074,do you happen to be employed by me,who_do_you_work_for,90
9075,who would you say you work for,who_do_you_work_for,90
9076,who would you say that you are employed by,who_do_you_work_for,90
9077,who would you say you are employed by,who_do_you_work_for,90
9078,am i your employer,who_do_you_work_for,90
9079,is there another company you work for,who_do_you_work_for,90
9080,are you my employee,who_do_you_work_for,90
9081,am i your supervisor,who_do_you_work_for,90
9082,am i your manager,who_do_you_work_for,90
9083,who is the person you work for,who_do_you_work_for,90
9084,for what person do you work,who_do_you_work_for,90
9085,if you had to say who you worked for who would it be,who_do_you_work_for,90
9086,who tells you what to do,who_do_you_work_for,90
9087,who directs your labor,who_do_you_work_for,90
9088,who do you take orders from,who_do_you_work_for,90
9089,who do you consider your employer,who_do_you_work_for,90
9090,who calls the shots for your employment,who_do_you_work_for,90
9091,what company do you toil for,who_do_you_work_for,90
9092,who do you report to,who_do_you_work_for,90
9093,who is your boss,who_do_you_work_for,90
9094,who is your manager,who_do_you_work_for,90
9095,am i the one you work for,who_do_you_work_for,90
9096,are you influenced by someone else,who_do_you_work_for,90
9097,who else do you work for,who_do_you_work_for,90
9098,who else commands you,who_do_you_work_for,90
9099,are you working for someone else,who_do_you_work_for,90
9100,how high is my credit limit for my old navy card,credit_limit,91
9101,how high is my credit limit for my target card,credit_limit,91
9102,what is the credit limit for my usaa card,credit_limit,91
9103,how high is my credit limit for my childrens place card,credit_limit,91
9104,how high is my credit limit for my walmart card,credit_limit,91
9105,what is the credit limit for my bank of the west card,credit_limit,91
9106,what is the credit limit for my chase card,credit_limit,91
9107,how high is my credit limit for my navy federal card,credit_limit,91
9108,what is the credit limit for my navy federal card,credit_limit,91
9109,what is the credit limit for my bank of america card,credit_limit,91
9110,what's my current spending limit,credit_limit,91
9111,credit limit,credit_limit,91
9112,what's the credit limit on my account,credit_limit,91
9113,could you share what my current credit limit is,credit_limit,91
9114,what's my current credit limit,credit_limit,91
9115,what is the spending limit i have,credit_limit,91
9116,what is the max on my credit limit,credit_limit,91
9117,what is the limit on my credit,credit_limit,91
9118,i need to know my spending limit on my visa,credit_limit,91
9119,whats the max i can spend on my visa,credit_limit,91
9120,how much can i max out on my visa,credit_limit,91
9121,what's my visa limit,credit_limit,91
9122,how much to i have left on my visa card limit,credit_limit,91
9123,can you tell me the limit i currently have on my barclay card,credit_limit,91
9124,what is my spending limit on my chase sapphire card,credit_limit,91
9125,"how much can i spend, at most, on my chase freedom",credit_limit,91
9126,what is the current credit limit i have on my wells fargo mastercard,credit_limit,91
9127,how much am i allowed to spend on my discover card,credit_limit,91
9128,what is my amex credit limit,credit_limit,91
9129,tell me the credit on my mastercard,credit_limit,91
9130,tell me the limit for credit on my mastercard,credit_limit,91
9131,look up the credit limit for my visa,credit_limit,91
9132,i need know my credit limit on my american express card,credit_limit,91
9133,how can i check my credit card limit,credit_limit,91
9134,what is my credit limit looking like,credit_limit,91
9135,where can i go to find out my credit limit,credit_limit,91
9136,what's the credit limit on my visa,credit_limit,91
9137,tell me the limit on my discover card,credit_limit,91
9138,what is the credit limit on my discover card,credit_limit,91
9139,what's the limit on my american express card,credit_limit,91
9140,tell me my visa's credit limit,credit_limit,91
9141,what is my credit limit,credit_limit,91
9142,how much is my credit limit,credit_limit,91
9143,can you tell me my credit limit,credit_limit,91
9144,the credit limit on my account is how much,credit_limit,91
9145,what's my limit on my visa card,credit_limit,91
9146,what's my visa card's credit limit,credit_limit,91
9147,how much can i spend on my visa card,credit_limit,91
9148,what's my visa card's limit,credit_limit,91
9149,what's the credit limit on my visa card,credit_limit,91
9150,will you tell me my spending limit,credit_limit,91
9151,will you let me know what my spending limit is,credit_limit,91
9152,would you tell me my spending limit,credit_limit,91
9153,can you tell me my spending limit,credit_limit,91
9154,tel me the credit limit for my credit card,credit_limit,91
9155,i wanna know the limit on my credit card,credit_limit,91
9156,please tell me my spending limit,credit_limit,91
9157,tell me the credit limit on my mastercard,credit_limit,91
9158,i would love to know my spending limit,credit_limit,91
9159,i wish to know my credit limit for my credit card,credit_limit,91
9160,let me know the credit limit for my credit card,credit_limit,91
9161,how high is my balance on my discovery card,credit_limit,91
9162,can you find my credit limit on my mastercard,credit_limit,91
9163,what's my current limit on my mastercard,credit_limit,91
9164,what's my current limit on my visa,credit_limit,91
9165,what's the credit limit on my discovery card,credit_limit,91
9166,what's my credit limit on my visa,credit_limit,91
9167,how high of a credit limit do i have on my amex card,credit_limit,91
9168,what can i put on my bank of america card,credit_limit,91
9169,what's my limit on my amex card,credit_limit,91
9170,please check my credit limit on my visa,credit_limit,91
9171,report my credit limit,credit_limit,91
9172,what credit limit do i have,credit_limit,91
9173,how is that credit limit,credit_limit,91
9174,how is my credit limit,credit_limit,91
9175,what is my credit limit at,credit_limit,91
9176,credit limit info,credit_limit,91
9177,what is the credit limit,credit_limit,91
9178,i want to know my spending limit,credit_limit,91
9179,what is the max credit limit for my card,credit_limit,91
9180,can you let me know what my credit limit is for my visa card,credit_limit,91
9181,tell me the visa card credit limit,credit_limit,91
9182,what is my visa card limit,credit_limit,91
9183,do you know my credit limit for the visa card,credit_limit,91
9184,i need to know what the visa card credit limit is,credit_limit,91
9185,how high is my credit limit for my chase card,credit_limit,91
9186,how high is my credit limit for my wells fargo card,credit_limit,91
9187,how high is my credit limit for my american express card,credit_limit,91
9188,how high is my credit limit for my citigroup card,credit_limit,91
9189,how high is my credit limit for my bank of america card,credit_limit,91
9190,what is my spending limit on my mastercard,credit_limit,91
9191,how much it the credit limit on my visa card,credit_limit,91
9192,what is the credit limit on my visa,credit_limit,91
9193,what is my limit on my visa card,credit_limit,91
9194,what is the spending limit on my visa,credit_limit,91
9195,how much can i charge on my visa,credit_limit,91
9196,how much can i spend wth my visa,credit_limit,91
9197,can i please know the credit limit for my citibank card,credit_limit,91
9198,please let me know the credit limit on my citibank card,credit_limit,91
9199,i would like to know the credit limit for my citibank card,credit_limit,91
9200,do you know how long of a wait it will be,how_busy,92
9201,how long is the restaurant line before we go,how_busy,92
9202,how long will it take to get seated at needham's,how_busy,92
9203,how long will the wait be at noon if we went to nagomi,how_busy,92
9204,will i have to wait for long before being seated at the cheese cake factory,how_busy,92
9205,how long should i expect to wait at the cheesecake factory before getting seated,how_busy,92
9206,what is the average wait time at the cheese cake factory,how_busy,92
9207,how long will i have to wait before being seated at the cheese cake factory,how_busy,92
9208,how long will the wait time be at the cheese cake factory,how_busy,92
9209,how long will i have to wait if i want to eat at panera,how_busy,92
9210,how long would i have to wait if i want to go to golden corral,how_busy,92
9211,how busy will panera be at noon,how_busy,92
9212,is there a wait time to get into tgifridays,how_busy,92
9213,will cracker barrel be crowded around five this evening,how_busy,92
9214,how busy will golden corral be at 7:30 tonight,how_busy,92
9215,can you tell me how busy chipotle will be at nine tonight,how_busy,92
9216,what is the wait time at applebee's,how_busy,92
9217,would i have to wait long if i want to eat at chili's,how_busy,92
9218,"if i go to tgifridays at eight, will they be crowded",how_busy,92
9219,how much traffic do they get around dinner time,how_busy,92
9220,can you check to see how busy that restaurant is for dinner,how_busy,92
9221,is that place busy around dinner time,how_busy,92
9222,is that restaurant crowded during dinner,how_busy,92
9223,how busy it that place for dinner,how_busy,92
9224,can i expect chili's to be busy at 4:30,how_busy,92
9225,do you think longhorn steakhouse will be busy at 5pm,how_busy,92
9226,how busy do you expect olive garden to be at 6,how_busy,92
9227,what's the table wait at applebees,how_busy,92
9228,i want a table at texas roadhouse; how long will it be,how_busy,92
9229,how long does it take to get a table at chili's,how_busy,92
9230,how many people do you think will be at applebees at 7,how_busy,92
9231,how long will i wait for a table at red lobster,how_busy,92
9232,is red lobster busy at 6pm,how_busy,92
9233,what's the wait for a table at olive garden right now,how_busy,92
9234,"around nine, is ambrosio busy",how_busy,92
9235,is sage busy around noon,how_busy,92
9236,"for toby's, is it busy around six",how_busy,92
9237,"at four, how much business does georgio have",how_busy,92
9238,how long can i expect to wait for a restaurant table,how_busy,92
9239,what time can i expect to be seated at this restaurant,how_busy,92
9240,what is the wait time at this restaurant,how_busy,92
9241,will there be a wait time at this restaurant,how_busy,92
9242,what is the sitting time at this restaurant,how_busy,92
9243,how busy is orchids at 7,how_busy,92
9244,how busy is zippy around 12 for lunch,how_busy,92
9245,how long is the wait at orchids,how_busy,92
9246,how long is the wait at imanas,how_busy,92
9247,how busy is imanas tei at 7 dinner,how_busy,92
9248,what is the wait supposed to be at zippys,how_busy,92
9249,how busy is mc donald at 8 in the morning,how_busy,92
9250,how busy is michel at 9,how_busy,92
9251,how busy is imanas at 6,how_busy,92
9252,how long do i have to wait for shokudo,how_busy,92
9253,how busy is teddy bigger burder around 5,how_busy,92
9254,how long is the wait at assagios today,how_busy,92
9255,how busy is shokudo at 12,how_busy,92
9256,how busy is jiro at 12 lunch time,how_busy,92
9257,"at 5 pm, is kaya very busy",how_busy,92
9258,how busy is kaya around 5 pm,how_busy,92
9259,"around 5 pm, how busy is kaya",how_busy,92
9260,is kaya very busy at 5 pm,how_busy,92
9261,is kaya busy around 5 pm,how_busy,92
9262,how long is the wait at macaroni grill,how_busy,92
9263,does macaroni grill have a wait how long,how_busy,92
9264,check the wait time for macaroni grill,how_busy,92
9265,how long will it take to be seated at macaroni grill,how_busy,92
9266,what's the wait at macaroni grill,how_busy,92
9267,will i be able to get a seat at 5pm,how_busy,92
9268,tell me how busy the restaurant will be between 5 and 7pm,how_busy,92
9269,is the restaurant busy at lunchtime,how_busy,92
9270,will the restaurant be busy at 5pm,how_busy,92
9271,when will the restaurant be busiest,how_busy,92
9272,how busy is ihop generally around noon,how_busy,92
9273,please look into the current wait times at chili's right now,how_busy,92
9274,"at 5:30 pm, how busy can i expect olive garden to be",how_busy,92
9275,"if i go to olive garden at 4 pm, how busy will it be",how_busy,92
9276,how busy will chili's be if i go at 6 pm,how_busy,92
9277,how long would i need to wait for a table at ihop right now,how_busy,92
9278,i would like to find out if macaroni grill will be busy around 7:00 pm,how_busy,92
9279,can you tell me how busy outback steakhouse will be at 7:30 pm,how_busy,92
9280,find out how busy ihop usually is around 5 pm,how_busy,92
9281,find out what wait times are like right now at olive garden,how_busy,92
9282,can you tell me what the wait is like right now at cracker barrel,how_busy,92
9283,tell me how busy macaroni grill will be around 8 pm,how_busy,92
9284,check to see how long of a wait i would be facing if i go to outback steakhouse,how_busy,92
9285,i want to know how busy ruby tuesday will be at around 8:45 pm,how_busy,92
9286,do you know how busy outback steakhouse tends to be at 7:00 pm,how_busy,92
9287,how long will it take me to be seated at ihop,how_busy,92
9288,how long will i stand in line at carl jr's,how_busy,92
9289,how busy is ihop at 5 pm,how_busy,92
9290,does ihop have a lot of business around 7 am,how_busy,92
9291,what's the typical wait time at red lobster,how_busy,92
9292,would you say that red lobster's pretty buy at noon,how_busy,92
9293,what's the crowd like at hopper's bar around 11pm,how_busy,92
9294,can you tell me if there's a lot of wait time at wendy's around 8am,how_busy,92
9295,how long will it take to be seated at the flying w,how_busy,92
9296,what's the typical time to eat at red lobster,how_busy,92
9297,how busy does outback get around 7pm,how_busy,92
9298,will i have to wait to get a table at ihop,how_busy,92
9299,how many people go to chili's around 9pm,how_busy,92
9300,can i make a reservation for redrobin,accept_reservations,93
9301,is it possible to make a reservation at redrobin,accept_reservations,93
9302,does redrobin take reservations,accept_reservations,93
9303,are reservations taken at redrobin,accept_reservations,93
9304,does redrobin do reservations,accept_reservations,93
9305,can acero take reservation,accept_reservations,93
9306,can you make reservations at hodak's,accept_reservations,93
9307,tell me if per se in nyc takes reservations,accept_reservations,93
9308,tell me if the cheshire takes reservations,accept_reservations,93
9309,will qdoba take reservations,accept_reservations,93
9310,does burger king accept reservations,accept_reservations,93
9311,does gramercy tavern in new york accept reservations,accept_reservations,93
9312,does acero in maplewood allow reservations,accept_reservations,93
9313,does cielo take reservations,accept_reservations,93
9314,find out if la tour d'argent in paris takes reservations,accept_reservations,93
9315,does tony's in downton let you make reservations,accept_reservations,93
9316,does gramercy tavern accept reservations,accept_reservations,93
9317,does mcdonalds take reservations,accept_reservations,93
9318,can you make reservations at steak 'n' shake,accept_reservations,93
9319,will nobu take reservations,accept_reservations,93
9320,do they take reservations at carrabbas,accept_reservations,93
9321,do they take reservations at applebees,accept_reservations,93
9322,do they take reservations at olive garden,accept_reservations,93
9323,do they take reservations at buffalo wild wings,accept_reservations,93
9324,do they take reservations at outback steakhouse,accept_reservations,93
9325,i need to know if angelos takes reservations,accept_reservations,93
9326,does applebees in trenton do reservations,accept_reservations,93
9327,does luigi's take reservations,accept_reservations,93
9328,please find out if napolis takes lunch reservations,accept_reservations,93
9329,does hannahs in galloway take reservations,accept_reservations,93
9330,does stanleys take brunch reservations,accept_reservations,93
9331,tell me if luigis in brick takes reservations,accept_reservations,93
9332,i need to know if capones does reservations in trenton,accept_reservations,93
9333,does marios in brooklyn take reservations,accept_reservations,93
9334,do you know if bottlenecks takes dinner reservations,accept_reservations,93
9335,do you know if whether or not zeus does reservations,accept_reservations,93
9336,can you let me if zeus accepts reservations,accept_reservations,93
9337,i need to find out do you know if zeus does reservations,accept_reservations,93
9338,please tell me does zeus do reservations,accept_reservations,93
9339,can you tell me if zeus does reservations,accept_reservations,93
9340,can i get a reservation at melting pot tomorrow,accept_reservations,93
9341,what locations of applebee's take reservations,accept_reservations,93
9342,can i get a reservation at champs,accept_reservations,93
9343,where can i find jimmy john's reservations,accept_reservations,93
9344,how many culver's take reservations,accept_reservations,93
9345,is there evening reservations available in the eve,accept_reservations,93
9346,do you know if bahama breeze does reservations,accept_reservations,93
9347,do you know if ruth chris does reservations,accept_reservations,93
9348,do you know if cheese cake factory does reservations,accept_reservations,93
9349,do you know if benihana does reservations,accept_reservations,93
9350,do you know if olive garden does reservations,accept_reservations,93
9351,does the steakhouse on main st take reservations,accept_reservations,93
9352,does sidetracks take reservations,accept_reservations,93
9353,are reservations allowed at burger king,accept_reservations,93
9354,does black rock take reservations,accept_reservations,93
9355,can i make reservations at applebee's or no,accept_reservations,93
9356,does buffalo wild wings do reservations,accept_reservations,93
9357,does minnies cafe in modesto take reservations,accept_reservations,93
9358,does bjs take reservations,accept_reservations,93
9359,will they take reservations at chillis,accept_reservations,93
9360,does pho king in ceres take reservations,accept_reservations,93
9361,can applebees take any reservations,accept_reservations,93
9362,does arbys in lakewood take reservations,accept_reservations,93
9363,does minnis take reservations,accept_reservations,93
9364,do they take reservations at bjs,accept_reservations,93
9365,does buffalo wild wings take reservations,accept_reservations,93
9366,does buffalo wild wings in concord take reservations,accept_reservations,93
9367,will they take reservations at torris,accept_reservations,93
9368,does black bear diner in tracy take reservations,accept_reservations,93
9369,does chillis take reservations,accept_reservations,93
9370,do they take reservations at bar tartine,accept_reservations,93
9371,do they take reservations at mcdonalds,accept_reservations,93
9372,do they take reservations at the progress,accept_reservations,93
9373,does tartine in san francisco take reservations,accept_reservations,93
9374,does cowgirl creamery in san francisco take reservations,accept_reservations,93
9375,do they take reservations at state bird,accept_reservations,93
9376,does nopa in san francisco take reservations,accept_reservations,93
9377,does bar tartine in san francisco take reservations,accept_reservations,93
9378,do they take reservations at arby's,accept_reservations,93
9379,does pizzeria delfina in san francisco take reservations,accept_reservations,93
9380,does iron skillet at the truck stop trake reservations,accept_reservations,93
9381,does the zen garden in la take reservations,accept_reservations,93
9382,does moes in la except rerservations,accept_reservations,93
9383,does ruby tuesday accept reservations,accept_reservations,93
9384,can i make a reservation at chevy's,accept_reservations,93
9385,is it possible to make reservations in advance for macaroni grill,accept_reservations,93
9386,is it possible to make reservations with famous dave's restaurant,accept_reservations,93
9387,is it possible to make reservations at chili's,accept_reservations,93
9388,does chili's take reservations,accept_reservations,93
9389,can you tell me if ruby tuesday does reservations,accept_reservations,93
9390,does olive garden take reservations,accept_reservations,93
9391,do you know whether ihop does reservations,accept_reservations,93
9392,does michael's accept reservations,accept_reservations,93
9393,do they accept reservations at michael's,accept_reservations,93
9394,can you make a reservation at michael's,accept_reservations,93
9395,can i make a reservation at michael's,accept_reservations,93
9396,does the restaurant michael's take reservations,accept_reservations,93
9397,do they take reservations at mendy's,accept_reservations,93
9398,do you know if outback allows reservations,accept_reservations,93
9399,do they take reservations at red robin,accept_reservations,93
9400,can you find my package in transit,order_status,94
9401,track my package please,order_status,94
9402,help me find my package,order_status,94
9403,i need to track my package,order_status,94
9404,what's going on with my order,order_status,94
9405,can you see where my package is,order_status,94
9406,do you know anything about the status of my order,order_status,94
9407,can you check if my order has been delivered,order_status,94
